window_km,effect_threshold_mm_yr,distance_tolerance_m,n_total_crossings,n_analyzed,n_raw_p_lt_0_05,n_fdr_sig,n_truly_sig,median_abs_effect_mm_yr,background_r2,residual_std_mm_yr
0.5,0.3,250,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.3,500,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.3,1000,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.5,250,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.5,500,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.5,1000,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.7,250,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.7,500,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
0.5,0.7,1000,66,35,4,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.3,250,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.3,500,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.3,1000,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.5,250,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.5,500,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.5,1000,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.7,250,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.7,500,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
1.0,0.7,1000,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.3,250,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.3,500,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.3,1000,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.5,250,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.5,500,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.5,1000,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.7,250,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.7,500,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
2.0,0.7,1000,66,35,6,0,0,0.581115622119978,0.01687284853655364,1.591968041949351
