basin,n_points,median,mad,skew,kurtosis,shapiro_W,shapiro_p,AD_stat,rho_fault,p_fault,n_outliers,pct_outliers,best_k,delta_bic,AD15,AD10,AD5,AD2.5,AD1,cluster1_mean,cluster1_var,cluster2_mean,cluster2_var,cluster3_mean,cluster3_var,n,hi,R2,R2_robust,BP_p,MoranI_resid,coef_elevation,coef_dist_fault_km,coef_hi,coef_cl_2,coef_cl_3,VIF_elevation,VIF_dist_fault_km,VIF_hi,VIF_cl_2,VIF_cl_3
global,1415.0,0.206448599696159,1.0931758049933704,-0.0996336282494424,1.968481264398058,0.8120893213365014,1.0113605355046299e-37,36.46607354747175,-0.08863337890527218,0.0008447479594783391,14.0,0.9893992932862191,3.0,9.984119494940387,0.574,0.654,0.785,0.915,1.089,-2.1232327435100373,5.942361052439977,-0.42899373857616024,0.34769497900545976,0.47924110300369227,0.22368565260154047,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,1415.0,0.21531712378845722,0.6668383453266281,0.6668383453266281,2.0029038565797648e-50,0.23305820933999993,0.0001245833501615085,610.8496214329011,-24.802820647204257,4.05312889848101,5.790054255037646,1.324856352912118,1.2693319102969058,57.59978685871328,7.778797161391136,7.669249808561168
