basin,n_points,median,mad,skew,kurtosis,shapiro_W,shapiro_p,AD_stat,rho_fault,p_fault,n_outliers,pct_outliers,best_k,delta_bic,AD15,AD10,AD5,AD2.5,AD1,cluster1_mean,cluster1_var,cluster2_mean,cluster2_var,cluster3_mean,cluster3_var,n,hi,R2,R2_robust,BP_p,MoranI_resid,coef_elevation,coef_dist_fault_km,coef_hi,coef_cl_2,coef_cl_3,VIF_elevation,VIF_dist_fault_km,VIF_hi,VIF_cl_2,VIF_cl_3
global,1439.0,0.798604786396027,0.7121866919257577,-0.02322263352355214,2.32921062895275,0.677438659392356,5.4307400629647416e-46,91.9173165319794,-0.03235280609480488,0.2199989652458385,34.0,2.36275191104934,3.0,2.960667850642949,0.574,0.654,0.785,0.915,1.089,-3.658834369205634,5.660262361746779,-0.31487221920552944,0.5616726426824699,0.27836906130464434,0.1779499046450386,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,1439.0,0.308518892147415,0.7290311232843489,0.7290311232843489,6.462092332757176e-88,0.40326260098561945,-0.0002798598006620145,-339.0530112078385,-17.621951201890596,5.166857332183035,6.9141874644007695,1.0842634403302536,1.0907861829518377,82.22972531587527,5.081496442987452,5.0239926738251315
