fault_distance_km,fault_type,raw_effect_mm_yr,p_value_raw,p_value_fdr,truly_significant,significant_fdr,window_km_used,n_faults_consolidated,drainage_class,lc_mode,lc_point_meta
0.7600000000000003,Normal,-0.26928723709923885,0.750218014543157,0.8335755717146188,False,False,0.5,3,exorheic–inland,Urban,Urban
2.939999999999996,Reverse,0.24682737195338955,0.6887674750793745,0.8335755717146188,False,False,0.5,1,exorheic–inland,Urban,Urban
4.229999999999991,Normal,0.9152195248575437,0.02573560005043456,0.18780362655423297,False,False,0.5,1,exorheic–inland,Urban,Urban
5.820000000000004,Reverse,-0.6958800112338442,0.04987811460533359,0.18780362655423297,False,False,0.6863074669265914,1,exorheic–inland,Bare/Sparse,Urban
14.174999999999889,Buried,0.40906334994360793,0.05634108796626989,0.18780362655423297,False,False,0.5,2,exorheic–inland,Urban,Bare/Sparse
17.159999999999894,Normal,-0.40413848056147517,0.2657324658008591,0.5314649316017181,False,False,0.5,1,exorheic–inland,Urban,Urban
17.669999999999913,Unknown,-0.3621319608230674,0.4649730502436549,0.7749550837394248,False,False,0.5,1,exorheic–inland,Urban,Urban
21.51000000000006,Reverse,0.10997025115648285,0.5920266548647053,0.8335755717146188,False,False,0.5,1,exorheic–inland,Urban,Urban
24.270000000000163,Normal,0.05707090742447796,0.8571467920258066,0.8571467920258066,False,False,0.5103936206335842,1,exorheic–inland,Urban,Bare/Sparse
27.510000000000282,Left Lateral,0.4720006138086319,0.1879912807368323,0.4699782018420807,False,False,0.5,1,exorheic–inland,Urban,Urban
