river_id_filehint,fault_distance_km,fault_type,landcover_class,upstream_n,downstream_n,raw_effect_mm_yr,residual_effect_mm_yr,t_statistic,p_value_raw,window_km_used,lc_mode,lc_entropy,lc_point_meta,p_lc_urban,p_lc_agriculture,p_lc_forest,p_lc_shrubland,p_lc_grass_shrub,p_lc_wetland,p_lc_water,p_lc_ice_snow,p_lc_bare_sparse,p_lc_other,drainage_class,is_internal,n_faults_consolidated,residual_effect_median_mm_yr,p_value_mw,robust_significant,residual_effect_median_lowess_mm_yr,p_value_mw_lowess,robust_significant_lowess,effect_significant,p_value_fdr,p_value_bonf,significant_fdr,significant_bonf,statistically_significant,truly_significant
40417973,0.7600000000000003,Normal,11,7,7,-0.2692872370992388,-0.2805896456839396,0.3263261041202666,0.750218014543157,0.5,Urban,1.011286827354249,Urban,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.1515151515151515,0.3939393939393939,0.0,exorheic–inland,False,3,-0.4808110195088603,0.8047785547785549,False,-0.5082391799301473,0.8047785547785549,False,False,0.8335755717146188,1.0,False,False,False,False
40417973,2.939999999999996,Reverse,11,13,15,0.2468273719533895,0.2348089736845898,-0.4061074512990169,0.6887674750793745,0.5,Urban,0.7733057755573662,Urban,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.1515151515151515,0.0,exorheic–inland,False,1,0.1623133526026656,0.96325816817584,False,0.1239308461589243,0.96325816817584,False,False,0.8335755717146188,1.0,False,False,False,False
40417973,4.229999999999991,Normal,11,15,14,0.9152195248575437,0.9045154790802684,-2.419512485504151,0.0257356000504345,0.5,Urban,0.7119200413938614,Urban,0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.2727272727272727,0.0,exorheic–inland,False,1,0.5753577120945848,0.0771336684412056,False,0.6380929172696682,0.0521202482984364,False,True,0.1878036265542329,0.2573560005043456,False,False,True,False
40417973,5.820000000000004,Reverse,11,20,19,-0.6958800112338442,-0.7117593704156931,2.029087700003229,0.0498781146053335,0.6863074669265914,Bare/Sparse,1.174312020646558,Urban,0.3111111111111111,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.2888888888888888,0.3777777777777777,0.0,exorheic–inland,False,1,-0.3852051312611467,0.0363251225366409,False,-0.2429932201189816,0.0839880769401666,False,True,0.1878036265542329,0.4987811460533359,False,False,True,False
40417973,14.174999999999889,Buried,5,17,16,0.4090633499436079,0.3978856002771211,-1.9827443501943385,0.0563410879662698,0.5,Urban,1.195840896937731,Bare/Sparse,0.5,0.0,0.0,0.0294117647058823,0.0,0.0,0.0294117647058823,0.1470588235294117,0.2941176470588235,0.0,exorheic–inland,False,2,0.6258620921241911,0.0496236380193358,True,0.6514176769901431,0.0350931758589114,True,False,0.1878036265542329,0.5634108796626989,False,False,False,False
40417973,17.159999999999894,Normal,11,15,16,-0.4041384805614751,-0.4157733129280794,1.1355452761660505,0.2657324658008591,0.5,Urban,1.1871021150747314,Urban,0.6060606060606061,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0,0.1212121212121212,0.1818181818181818,0.0303030303030303,0.0,exorheic–inland,False,1,-0.1764687692499602,0.3737931994036915,False,-0.1506177974570526,0.3737931994036915,False,False,0.5314649316017181,1.0,False,False,False,False
40417973,17.669999999999913,Unknown,11,16,14,-0.3621319608230674,-0.3729594782907645,0.7447066891513121,0.4649730502436549,0.5,Urban,1.0680292235764448,Urban,0.6666666666666666,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0606060606060606,0.1818181818181818,0.0303030303030303,0.0,exorheic–inland,False,1,0.2673065281025715,0.9172277768877938,False,0.2984634648548537,0.9834169441859234,False,False,0.7749550837394248,1.0,False,False,False,False
40417973,21.51000000000006,Reverse,11,16,16,0.1099702511564828,0.0986678425717817,-0.5418188838169299,0.5920266548647053,0.5,Urban,0.886941471463143,Urban,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.2424242424242424,0.0,exorheic–inland,False,1,0.1261340545306701,0.5095387556068434,False,0.1075833992191092,0.664707815503064,False,False,0.8335755717146188,1.0,False,False,False,False
40417973,24.270000000000163,Normal,5,17,17,0.0570709074244779,0.0451036512759707,-0.1814778681745907,0.8571467920258066,0.5103936206335842,Urban,0.9461749088894452,Bare/Sparse,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1714285714285714,0.2285714285714285,0.0,exorheic–inland,False,1,0.1775754719885717,0.7828950572330956,False,0.1508045860684239,0.8632664146869172,False,False,0.8571467920258066,1.0,False,False,False,False
40417973,27.51000000000028,Left Lateral,11,16,16,0.4720006138086319,0.4606982052239307,-1.348128415516004,0.1879912807368323,0.5,Urban,0.9433797389556116,Urban,0.696969696969697,0.0,0.0303030303030303,0.0,0.0,0.0,0.0303030303030303,0.0606060606060606,0.1818181818181818,0.0,exorheic–inland,False,1,0.409946799967223,0.2351483783769223,False,0.2686882620324088,0.417761030436786,False,False,0.4699782018420807,1.0,False,False,False,False
