window_km,effect_threshold_mm_yr,distance_tolerance_m,n_total_crossings,n_analyzed,n_raw_p_lt_0_05,n_fdr_sig,n_truly_sig,median_abs_effect_mm_yr,background_r2,residual_std_mm_yr
0.5,0.3,250,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.3,500,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.3,1000,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.5,250,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.5,500,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.5,1000,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.7,250,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.7,500,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
0.5,0.7,1000,281,39,5,1,1,0.3489090705242678,0.01757779572582392,1.2394792167478588
1.0,0.3,250,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.3,500,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.3,1000,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.5,250,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.5,500,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.5,1000,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.7,250,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.7,500,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
1.0,0.7,1000,281,39,5,2,2,0.33619900820229,0.01757779572582392,1.2394792167478588
2.0,0.3,250,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.3,500,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.3,1000,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.5,250,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.5,500,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.5,1000,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.7,250,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.7,500,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
2.0,0.7,1000,281,39,6,1,1,0.36428724943349744,0.01757779572582392,1.2394792167478588
