basin,n_points,median,mad,skew,kurtosis,shapiro_W,shapiro_p,AD_stat,rho_fault,p_fault,n_outliers,pct_outliers,best_k,delta_bic,AD15,AD10,AD5,AD2.5,AD1,cluster1_mean,cluster1_var,cluster2_mean,cluster2_var,cluster3_mean,cluster3_var,n,hi,R2,R2_robust,BP_p,MoranI_resid,coef_elevation,coef_dist_fault_km,coef_hi,coef_cl_2,coef_cl_3,VIF_elevation,VIF_dist_fault_km,VIF_hi,VIF_cl_2,VIF_cl_3
global,3032.0,-0.0050549986772235,1.1685433390504065,-0.054227980420700234,1.9010015856013878,0.9478613553248627,1.6093101636009468e-31,24.701521788188074,0.21450760878837033,6.812189354615712e-33,7.0,0.23087071240105542,3.0,24.777359467740098,0.575,0.655,0.786,0.917,1.091,-1.1890650192321943,2.0386535769286884,-0.3715607631838096,0.37010091972599846,0.694099744673007,0.25348873509307984,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,3032.0,0.5403622555326862,0.7385229375247704,0.7385229375247704,8.06041690015441e-46,0.15600149237468075,6.501523427168468e-07,62.04146952742971,-5.800597984133049,2.3006878455589836,3.932654959521046,1.038479428055486,1.0635920239762904,46.99842399839071,4.601684533748959,4.577509725004803
