fault_distance_km,fault_type,raw_effect_mm_yr,p_value_raw,p_value_fdr,truly_significant,significant_fdr,window_km_used,n_faults_consolidated,drainage_class,lc_mode,lc_point_meta
2.369999999999999,Reverse,0.31980411168512735,0.0013268104272835834,0.029189829400238836,False,True,1.2936846547631191,1,exorheic–inland,Urban,Urban
4.019999999999989,Left Lateral,-0.20592282970078157,0.3927294821771836,0.7047002126123045,False,False,1.2557334990233602,4,exorheic–inland,Urban,Urban
5.129999999999998,Reverse,0.1987658944981482,0.34609618573404544,0.7047002126123045,False,False,1.2673351974343405,1,exorheic–inland,Urban,Urban
6.833000000000011,Normal,-0.16506803954123617,0.6066762613051493,0.7411764151781502,False,False,1.1012771939435841,30,exorheic–inland,Urban,Water
8.490000000000013,Normal,-0.2686723456803627,0.48589183500529765,0.7047002126123045,False,False,1.0803010017853003,28,exorheic–inland,Urban,Bare/Sparse
10.973684210526276,Normal,-0.21718745297121433,0.29742371172343757,0.7047002126123045,False,False,0.9442900526534443,57,exorheic–inland,Urban,Urban
11.843478260869507,Normal,-0.12212616751591376,0.6401069040174934,0.7411764151781502,False,False,0.9124569162452576,23,exorheic–inland,Urban,Urban
12.964615384615302,Normal,-0.15078703576610197,0.449580373937596,0.7047002126123045,False,False,0.9112527843616305,13,exorheic–inland,Urban,Urban
14.09504854368921,Normal,0.2591700614917847,0.15397205019686366,0.5645641840551668,False,False,0.9558226834867947,103,exorheic–inland,Urban,Urban
16.194999999999858,Left Lateral,-0.08530647409636327,0.796712811524534,0.8763840926769875,False,False,0.7596883493446382,6,exorheic–inland,Urban,Urban
17.909999999999922,Left Lateral,0.33984558351146865,0.26740744178761233,0.7047002126123045,False,False,0.5,33,exorheic–inland,Urban,Urban
19.019999999999964,Unknown,-0.20353767359139097,0.48672231133010735,0.7047002126123045,False,False,0.5966525044126065,1,exorheic–inland,Urban,Urban
20.517142857142883,Left Lateral,0.2069692410966928,0.6044116089727698,0.7411764151781502,False,False,0.5425397235641176,21,exorheic–inland,Urban,Urban
25.710000000000218,Unknown,-0.38589992329294476,0.06708986683502333,0.39173532193603405,False,False,1.100633512864469,1,exorheic–inland,Urban,Urban
28.080000000000307,Unknown,-0.42657678380099123,0.07122460398836983,0.39173532193603405,False,False,0.9204349339655884,1,exorheic–inland,Urban,Urban
30.870000000000413,Unknown,1.086420159447312,0.14222753384900008,0.5645641840551668,False,False,0.8390113722497277,1,exorheic–inland,Urban,Urban
32.070000000000455,Unknown,-0.5449609917928946,0.40649712956586925,0.7047002126123045,False,False,0.9597808369016296,1,exorheic–inland,Urban,Urban
33.3300000000005,Unknown,-0.29972808574764886,0.26734263275775966,0.7047002126123045,False,False,0.9971858754872058,1,exorheic–inland,Urban,Urban
37.89000000000067,Unknown,-0.7044298173416229,0.046193926027162976,0.39173532193603405,False,False,0.9249713988578208,1,exorheic–inland,Urban,Urban
40.41000000000077,Unknown,-0.3796830227308134,0.5125092455362215,0.7047002126123045,False,False,1.0152352708479264,1,exorheic–inland,Urban,Urban
41.37000000000081,Unknown,-0.05842109358516234,0.9690799533209709,0.9951006934259676,False,False,0.9664727436634579,1,exorheic–inland,Urban,Urban
42.18000000000084,Unknown,-0.03631479796236281,0.9951006934259676,0.9951006934259676,False,False,0.9902728787383279,1,exorheic–inland,Urban,Urban
