fault_distance_km,fault_type,raw_effect_mm_yr,p_value_raw,p_value_fdr,truly_significant,significant_fdr,window_km_used,n_faults_consolidated,drainage_class,lc_mode,lc_point_meta
1.080000000000001,Reverse,0.3757995816684949,0.5352246762059887,0.7510050695534275,False,False,0.6745242377146261,1,exorheic–inland,Urban,Urban
2.729999999999997,Left Lateral,0.20738691877987658,0.6993694032999107,0.799632475955917,False,False,0.5055582656762891,1,exorheic–inland,Urban,Urban
14.66999999999988,Unknown,-0.34920659609552884,0.1487775989534256,0.5207215963369897,False,False,0.5,1,exorheic–inland,Urban,Urban
23.16000000000012,Unknown,-0.08188958938878327,0.7425158705304944,0.799632475955917,False,False,0.5064242945400863,1,exorheic–inland,Urban,Urban
27.33000000000028,Reverse,0.7108614761805674,0.015781216844314754,0.11046851791020329,False,False,0.5,1,exorheic–inland,Urban,Urban
28.350000000000318,Unknown,-0.1503623235397615,0.6866663949736573,0.799632475955917,False,False,0.5,1,exorheic–inland,Urban,Urban
31.110000000000426,Unknown,-0.26078803341958556,0.5364321925381625,0.7510050695534275,False,False,0.5,1,exorheic–inland,Urban,Urban
37.590000000000664,Reverse,0.25452057352910457,0.4209007158243493,0.7510050695534275,False,False,0.5,2,exorheic–inland,Urban,Urban
42.40500000000085,Reverse,0.40404689720807924,0.3585162596417282,0.7510050695534275,False,False,1.047765521289945,2,exorheic–inland,Urban,Urban
48.180000000001066,Reverse,-0.037846836030837994,0.8969521027818363,0.8969521027818363,False,False,1.3071142084692866,1,exorheic–inland,Urban,Urban
51.6700000000012,Left Lateral,1.0423436723204427,0.0006219804479196309,0.008707726270874834,True,True,1.206249087028734,3,exorheic–inland,Urban,Urban
51.85000000000121,Unknown,0.5021387784207171,0.1387616354935886,0.5207215963369897,False,False,1.2176633743930694,3,exorheic–inland,Urban,Urban
54.12000000000129,Left Lateral,0.4010523492366902,0.3239079264169631,0.7510050695534275,False,False,0.7486353698127552,1,exorheic–inland,Urban,Urban
54.84000000000131,Normal,-0.27220709886886296,0.5284998386407433,0.7510050695534275,False,False,0.7212437345695712,2,exorheic–inland,Urban,Urban
